"ACTOR1","ACTOR2","COUNTRY","EVENT_DATE","EVENT_ID_CNTY","EVENT_TYPE","ISO","LOCATION","NOTES","SUB_EVENT_TYPE","YEAR","annotation_id","annotator","created_at","id","lead_time","max_partviolence","max_secengagement","mmad_issue","mmad_max_scope","mmad_mean_avg_numparticipants","mmad_side","mmd_participants","mmd_participants_category","mmd_protesterdemand_1","mmd_protesterdemand_2","mmd_protesteridentity","mmd_protesterviolence","mmd_protestnumber","mmd_stateresponse_1","mmd_stateresponse_2","navco_camp_goals","navco_damage","navco_fatal_casu","navco_injuries","navco_num_partic_event","navco_nv_categ","navco_nv_commission","navco_nv_concentration","navco_nv_tactic_ns","navco_st_posture","navco_tactic_choice","navco_v_tactic_ns","scad_cgovtarget","scad_escalation","scad_etype","scad_gender_tags","scad_issues_1","scad_issues_2","scad_ndeath","scad_npart","scad_repress","scad_rgovtarget","updated_at"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2020-02-07","PSE6819","Riots",275,"Al Araqa","On 7 February 2020, Palestinians demonstrating against the 'Deal of the Century' threw stones at Israeli forces in Al Araqa village (Jenin). Israeli forces replied by firing rubber-coated metal bullets, stun grenades, and tear gas canisters. 5 Palestinians were injured.","Violent demonstration",2020,377,"1","2025-08-11T14:36:56.669706Z",1319,63.365,"property_damage_or_clashes","physical_intervention","against:israeli government","national","","anti-gov","","","political_behavior_process","","Palestinians","yes","","shootings","","institutional_reform","","","[{""number"":5}]","","","","","","material_physical_repression","violent","throwing rocks","no","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-08-11T14:36:56.669736Z"
"Protesters (Myanmar)","","Myanmar","2021-05-25","MMR17848","Protests",104,"Ye-U","On 25 May 2021, in Ye-U town, Ye-U township (Shwebo District, Sagaing Region), locals held a night protest against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,378,"1","2025-08-11T14:37:40.294677Z",1320,42.029,"NA","NA","against:military coup","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-11T14:37:40.294706Z"
"Protesters (India)","","India","2021-04-10","IND92622","Protests",356,"Palwal","On 10 April 2021, farmers associated with BKU and SKM, staged a protest and blocked the Western Peripheral (Kundli-Manesar-Palwal) Expressway, near Palwal (Palwal district, Haryana), against the farm laws passed by the central government and the Supreme Court decision against protesters blocking roads.","Peaceful protest",2021,379,"1","2025-08-11T14:38:30.630591Z",1321,49.139,"NA","NA","against:farm laws","national","","anti-gov","","","land_farm_issue","","farmers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-08-11T14:38:30.630636Z"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2020-10-12","PSE19704","Riots",275,"Al Quds","On 12 October 2020, Palestinian rioters who participated in a demonstration in solidarity with prisoners clashed with Israeli military forces who fired rubber bullets stun grenades and tear gas canisters towards them in Al Quds (Al Quds). Palestinian rioters allegedly threw stones towards the Israeli military forces. It is assumed that no fatalities occurred.","Violent demonstration",2020,380,"1","2025-08-11T14:39:29.117160Z",1322,56.877,"property_damage_or_clashes","physical_intervention","against:israeli government","national","","anti-gov","","","political_behavior_process","","Palestinians","yes","","shootings","","institutional_reform","","","","","","","","","material_physical_repression","violent","","yes","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-08-11T14:39:29.117189Z"
"Protesters (India)","","India","2021-08-15","IND97843","Protests",356,"Uchana","On 15 August 2021, farmers associated with the BKU and SKM staged a protest, in Uchana (Narwana, Jind district, Haryana), against the farm laws on Independence Day.","Peaceful protest",2021,381,"1","2025-08-20T09:05:28.042943Z",1323,112.775,"NA","NA","against: farm laws","national","","anti-gov","","","land_farm_issue","","farmers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","unknown","none","no","2025-08-20T09:05:28.042963Z"
"Protesters (Pakistan)","","Pakistan","2020-05-24","PAK57569","Protests",586,"Lahore","On 24 May 2020, journalists and media workers held a protest in Lahore city (Lahore, Punjab), against illegal and unjust arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,382,"1","2025-08-20T09:06:39.234920Z",1324,69.327,"NA","NA","against:illegal arrests","national","","anti-gov","","","police_brutality","","journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-08-20T09:06:39.234944Z"
"Protesters (Pakistan)","","Pakistan","2020-04-15","PAK56935","Protests",586,"Lahore","On 15 April 2020, journalists and media workers held a protest in Lahore city (Lahore, Punjab), against illegal and unjust arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,383,"1","2025-08-20T09:08:56.179892Z",1325,135.632,"NA","NA","against:illegal arrests","national","","anti-gov","","","police_brutality","","journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-08-20T09:08:56.179911Z"
"Protesters (Ethiopia)","Military Forces of Ethiopia (1991-2018)","Ethiopia","2014-04-26","ETH1951","Protests",231,"Algesachi","Students protested against the national agenda at Welega university. Security forces responded violently. Five student protesters were killed in total in the first round of Oromo protests.","Excessive force against protesters",2014,384,"1","2025-08-20T09:10:17.390027Z",1326,79.785,"deaths","lethal_intervention","against:national agenda","national","","anti-gov","","","political_behavior_process","","Students","no","","killings","shootings","policy_change","","[{""number"":5}]","","","protest","commission","dispersion","protest","lethal_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","[{""number"":5}]","unknown","lethal","no","2025-08-20T09:10:17.390045Z"
"Rioters (Palestine)","Military Forces of Israel (2021-2022)","Palestine","2021-07-30","PSE11763","Riots",275,"Kafr Qaddum","On 30 July 2021, Palestinian demonstrators clashed with Israeli soldiers who fired tear gas canisters and rubber bullets towards them in the town of Kafr Qaddum (Qalqilya). The demonstrators went out for the weekly anti-settlement demonstration and hurled stones towards soldiers. Dozens suffered from tear gas inhalation.","Violent demonstration",2021,385,"1","2025-08-20T09:11:48.463288Z",1327,89.111,"property_damage_or_clashes","physical_intervention","against:israeli government","national","","anti-gov","","","political_behavior_process","","Palestinians","yes","","crowd_dispersal","beatings","institutional_reform","","","[{""number"":0}]","","","","","","material_physical_repression","violent","throwing rocks","yes","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-08-20T09:11:48.463312Z"
"Protesters (Myanmar)","","Myanmar","2021-05-22","MMR17690","Protests",104,"Muse","On 22 May 2021, in Muse town (Muse Township, Muse District, Shan State), people held a protest against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,386,"1","2025-08-20T09:12:59.489531Z",1328,68.13,"NA","NA","against:military coup","national","","anti-gov","","","political_behavior_process","","","no","","ignore","","regime_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","unknown","none","no","2025-08-20T09:12:59.489554Z"
"Protesters (Myanmar)","Police Forces of Myanmar (2021-)","Myanmar","2021-03-09","MMR13418","Protests",104,"Natogyi","On 9 March 2021, in Natogyi town, (Natogyi township, Myingyan District, Mandalay region), more than one hundred locals separated into two protest columns held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened to disperse protesters.","Protest with intervention",2021,387,"1","2025-08-20T09:14:20.582476Z",1329,79.052,"NA","physical_intervention","against:military coup","national","more than 100","anti-gov","more than 100","100-999","political_behavior_process","","locals","no","[{""number"":100}]","crowd_dispersal","","regime_change","","","","","protest","commission","dispersion","protest","material_physical_repression","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","101_to_1000","non_lethal","no","2025-08-20T09:14:20.582497Z"
"Protesters (Lebanon)","","Lebanon","2021-03-06","LBN8708","Protests",422,"Saadnayel","On 6 March 2021, nationwide demonstrations broke out for the fifth day after the Lebanese currency hit a record low, further worsening economic and social conditions. Protesters stood on a road in Saadnayel (Zahleh) to block it.","Peaceful protest",2021,388,"1","2025-08-20T09:15:55.723106Z",1330,93.611,"NA","NA","against:bad economic situation","national","","anti-gov","","","political_behavior_process","","","","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""road block""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economy_jobs","","","unknown","none","no","2025-08-20T09:15:55.723130Z"
"Protesters (Myanmar)","","Myanmar","2021-02-18","MMR12095","Protests",104,"Lashio","On 18 February 2021, in Lashio town (Lashio Township, Lashio District, Shan State), around 10,000 locals - including students, education staff and teachers - held a protest against the Myanmar military coup and in support of the civil disobedience movement.","Peaceful protest",2021,389,"1","2025-08-20T09:17:32.014157Z",1331,94.402,"NA","NA","against:military coup","national","around 10000","anti-gov","around 10000",">10000","political_behavior_process","","local students, education staff and teachers","no","[{""number"":10000}]","ignore","","regime_change","","","","around 10000","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","domestic_war_terrorism","","","10001_to_100000","none","no","2025-08-20T09:17:32.014177Z"
"Rioters (Palestine)","Military Forces of Israel (2009-2021)","Palestine","2020-09-04","PSE11142","Riots",275,"Kafr Qaddum","On 4 September 2020, Israeli military forces forcefully dispersed the weekly demonstration against the Israeli occupation in Kafr Qaddum (Qalqilya). The soldiers fired tear gas, injuring tens of demonstrators as a result, claiming that the demonstrators threw stones at them.","Violent demonstration",2020,390,"1","2025-08-20T09:21:35.171501Z",1332,241.515,"property_damage_or_clashes","physical_intervention","against:israeli government","national","","anti-gov","","","political_behavior_process","","","yes","","crowd_dispersal","","policy_change","","","[{""number"":10}]","","","","","","material_physical_repression","violent","throwing rocks","yes","no_escalation","anti_gov_violence","","ethnic_discrimination","","","unknown","non_lethal","no","2025-08-20T09:21:35.171519Z"
